Search Option - County,Search Option - County Count,Transaction ID,Transaction ID Count,Contact Start Time,Contact Start Time Count,Contact Start Date,Referred Services
Jackson,4939,5070183.0,1.0,13:46:19,1.0,2019-07-05,Property Tax Payment Assistance
Jackson,4939,5070194.0,1.0,13:54:04,1.0,2019-07-05,Prescription Expense Assistance
Jackson,4939,5070195.0,1.0,13:54:49,1.0,2019-07-05,Automobiles
Jackson,4939,5070212.0,1.0,14:10:43,1.0,2019-07-05,Electric Service Payment Assistance
Jackson,4939,5070232.0,1.0,14:32:29,1.0,2019-07-05,Rent Payment Assistance
Jackson,4939,5070242.0,1.0,14:41:47,1.0,2019-07-05,Diapers
Jackson,4939,5070242.0,1.0,14:41:47,1.0,2019-07-05,Food Pantries
Jackson,4939,5070242.0,1.0,14:41:47,1.0,2019-07-05,Housing Search Assistance
Jackson,4939,5070255.0,1.0,14:52:43,1.0,2019-07-05,General Furniture Provision
Jackson,4939,5070255.0,1.0,14:52:43,1.0,2019-07-05,Water Service Payment Assistance
Jackson,4939,5070286.0,1.0,15:20:40,1.0,2019-07-05,Section 8 Housing Choice Vouchers
Jackson,4939,5070309.0,1.0,15:45:27,1.0,2019-07-05,Community Mental Health Agencies
Jackson,4939,5070386.0,1.0,17:06:39,1.0,2019-07-05,Housing Search Assistance
Jackson,4939,5070386.0,1.0,17:06:39,1.0,2019-07-05,Rental Deposit Assistance
Jackson,4939,5070386.0,1.0,17:06:39,1.0,2019-07-05,Section 8 Housing Choice Vouchers
Jackson,4939,5070389.0,1.0,17:11:48,1.0,2019-07-05,Rental Deposit Assistance
Jackson,4939,5070403.0,1.0,18:09:09,1.0,2019-07-05,Cell Phones
Jackson,4939,5070446.0,1.0,22:21:00,1.0,2019-07-05,Formula/Baby Food
Jackson,4939,5070785.0,1.0,19:44:29,1.0,2019-07-07,Electric Service Payment Assistance
Jackson,4939,5070785.0,1.0,19:44:29,1.0,2019-07-07,Gas Service Payment Assistance
Jackson,4939,5070820.0,1.0,00:23:37,1.0,2019-07-08,Directory Assistance
Jackson,4939,5070851.0,1.0,07:39:39,1.0,2019-07-08,Food Pantries
Jackson,4939,5070860.0,1.0,07:54:35,1.0,2019-07-08,Food Pantries
Jackson,4939,5070861.0,1.0,08:00:11,1.0,2019-07-08,Pest Control Services
Jackson,4939,5070872.0,1.0,08:10:11,1.0,2019-07-08,Property Tax Payment Assistance
Jackson,4939,5070875.0,1.0,08:11:18,1.0,2019-07-08,
Jackson,4939,5070887.0,1.0,08:20:05,1.0,2019-07-08,Food Pantries
Jackson,4939,5070887.0,1.0,08:20:05,1.0,2019-07-08,General Furniture Provision
Jackson,4939,5070895.0,1.0,08:25:24,1.0,2019-07-08,Food Pantries
Jackson,4939,5070895.0,1.0,08:25:24,1.0,2019-07-08,Food Stamps/SNAP
Jackson,4939,5070973.0,1.0,09:04:01,1.0,2019-07-08,Electric Service Payment Assistance
Jackson,4939,5070976.0,1.0,09:05:06,1.0,2019-07-08,
Jackson,4939,5071026.0,1.0,09:20:24,1.0,2019-07-08,Electric Service Payment Assistance
Jackson,4939,5071041.0,1.0,09:25:47,1.0,2019-07-08,Rental Deposit Assistance
Jackson,4939,5071064.0,1.0,09:31:49,1.0,2019-07-08,Electric Service Payment Assistance
Jackson,4939,5071148.0,1.0,09:58:54,1.0,2019-07-08,Gas Service Payment Assistance
Jackson,4939,5071170.0,1.0,10:08:02,1.0,2019-07-08,Section 8 Housing Choice Vouchers
Jackson,4939,5071477.0,1.0,11:53:29,1.0,2019-07-08,Moving Expense Assistance
Jackson,4939,5071590.0,1.0,12:39:38,1.0,2019-07-08,Diapers
Jackson,4939,5071590.0,1.0,12:39:38,1.0,2019-07-08,Food Pantries
Jackson,4939,5071590.0,1.0,12:39:38,1.0,2019-07-08,Personal/Grooming Supplies
Jackson,4939,5071607.0,1.0,12:46:00,1.0,2019-07-08,Home Rehabilitation Grants
Jackson,4939,5071607.0,1.0,12:46:00,1.0,2019-07-08,Home Rehabilitation Loans
Jackson,4939,5071621.0,1.0,12:52:09,1.0,2019-07-08,Water Service Payment Assistance
Jackson,4939,5071747.0,1.0,13:45:17,1.0,2019-07-08,Electric Service Payment Assistance
Jackson,4939,5071790.0,1.0,14:03:10,1.0,2019-07-08,Electric Service Payment Assistance
Jackson,4939,5071790.0,1.0,14:03:10,1.0,2019-07-08,Food Pantries
Jackson,4939,5071790.0,1.0,14:03:10,1.0,2019-07-08,Smoke Alarms
Jackson,4939,5071808.0,1.0,14:10:12,1.0,2019-07-08,General Furniture Provision
Jackson,4939,5071842.0,1.0,14:24:13,1.0,2019-07-08,Gas Money
Jackson,4939,5071842.0,1.0,14:24:13,1.0,2019-07-08,Housing Search Assistance
Jackson,4939,5071868.0,1.0,14:35:54,1.0,2019-07-08,
Jackson,4939,5071879.0,1.0,14:38:19,1.0,2019-07-08,
Jackson,4939,5071910.0,1.0,14:50:38,1.0,2019-07-08,Rental Deposit Assistance
Jackson,4939,5071953.0,1.0,15:05:44,1.0,2019-07-08,
Jackson,4939,5071954.0,1.0,15:06:21,1.0,2019-07-08,Case/Care Management
Jackson,4939,5071981.0,1.0,15:14:56,1.0,2019-07-08,Food Stamps/SNAP
Jackson,4939,5072108.0,1.0,16:24:38,1.0,2019-07-08,Housing Search Assistance
Jackson,4939,5072108.0,1.0,16:24:38,1.0,2019-07-08,Senior Housing Information and Referral
Jackson,4939,5072189.0,1.0,17:57:51,1.0,2019-07-08,Electric Service Payment Assistance
Jackson,4939,5072207.0,1.0,18:30:26,1.0,2019-07-08,Electric Service Payment Assistance
Jackson,4939,5072218.0,1.0,18:46:20,1.0,2019-07-08,Property Tax Payment Assistance
Jackson,4939,5072253.0,1.0,20:35:30,1.0,2019-07-08,
Jackson,4939,5072261.0,1.0,21:24:33,1.0,2019-07-08,Electric Service Payment Assistance
Jackson,4939,5072312.0,1.0,07:06:47,1.0,2019-07-09,Low Income/Subsidized Private Rental Housing
Jackson,4939,5072352.0,1.0,08:29:11,1.0,2019-07-09,Electric Service Payment Assistance
Jackson,4939,5072372.0,1.0,08:48:56,1.0,2019-07-09,Electric Service Payment Assistance
Jackson,4939,5072443.0,1.0,09:26:39,1.0,2019-07-09,Electric Service Payment Assistance
Jackson,4939,5072509.0,1.0,09:56:38,1.0,2019-07-09,
Jackson,4939,5072577.0,1.0,10:28:18,1.0,2019-07-09,Electric Service Payment Assistance
Jackson,4939,5072577.0,1.0,10:28:18,1.0,2019-07-09,Personal/Grooming Supplies
Jackson,4939,5072655.0,1.0,11:02:31,1.0,2019-07-09,
Jackson,4939,5072674.0,1.0,11:14:16,1.0,2019-07-09,Electric Service Payment Assistance
Jackson,4939,5072684.0,1.0,11:16:49,1.0,2019-07-09,Food Pantries
Jackson,4939,5072715.0,1.0,11:30:54,1.0,2019-07-09,
Jackson,4939,5072865.0,1.0,12:30:06,1.0,2019-07-09,Electric Service Payment Assistance
Jackson,4939,5072869.0,1.0,12:33:53,1.0,2019-07-09,
Jackson,4939,5072880.0,1.0,12:38:04,1.0,2019-07-09,
Jackson,4939,5072891.0,1.0,12:42:17,1.0,2019-07-09,Food Pantries
Jackson,4939,5072958.0,1.0,13:09:30,1.0,2019-07-09,Food Pantries
Jackson,4939,5072958.0,1.0,13:09:30,1.0,2019-07-09,General Clothing Provision
Jackson,4939,5072958.0,1.0,13:09:30,1.0,2019-07-09,Personal/Grooming Supplies
Jackson,4939,5073019.0,1.0,13:33:42,1.0,2019-07-09,Electric Service Payment Assistance
Jackson,4939,5073038.0,1.0,13:42:54,1.0,2019-07-09,
Jackson,4939,5073066.0,1.0,13:57:19,1.0,2019-07-09,Food Pantries
Jackson,4939,5073066.0,1.0,13:57:19,1.0,2019-07-09,General Clothing Provision
Jackson,4939,5073083.0,1.0,14:04:32,1.0,2019-07-09,Electric Service Payment Assistance
Jackson,4939,5073114.0,1.0,14:17:31,1.0,2019-07-09,Property Tax Payment Assistance
Jackson,4939,5073180.0,1.0,14:45:41,1.0,2019-07-09,General Legal Aid
Jackson,4939,5073180.0,1.0,14:45:41,1.0,2019-07-09,Tenant Rights Information/Counseling
Jackson,4939,5073232.0,1.0,15:07:33,1.0,2019-07-09,Cell Phones
Jackson,4939,5073236.0,1.0,15:09:46,1.0,2019-07-09,Electric Service Payment Assistance
Jackson,4939,5073350.0,1.0,16:17:28,1.0,2019-07-09,Electric Service Payment Assistance
Jackson,4939,5073405.0,1.0,16:57:17,1.0,2019-07-09,Mental Health Crisis Lines
Jackson,4939,5073445.0,1.0,18:12:38,1.0,2019-07-09,
Jackson,4939,5073459.0,1.0,18:47:32,1.0,2019-07-09,Pest Control Services
Jackson,4939,5073495.0,1.0,21:29:46,1.0,2019-07-09,Electric Service Payment Assistance
Jackson,4939,5073560.0,1.0,08:16:05,1.0,2019-07-10,Electric Service Payment Assistance
Jackson,4939,5073560.0,1.0,08:16:05,1.0,2019-07-10,Utility Service Complaints
Jackson,4939,5073561.0,1.0,08:16:16,1.0,2019-07-10,Electric Service Payment Assistance
Jackson,4939,5073561.0,1.0,08:16:16,1.0,2019-07-10,Water Service Payment Assistance
Jackson,4939,5073589.0,1.0,08:34:26,1.0,2019-07-10,Electric Service Payment Assistance
Jackson,4939,5073632.0,1.0,09:00:39,1.0,2019-07-10,General Appliance Provision
Jackson,4939,5073670.0,1.0,09:15:13,1.0,2019-07-10,School Supplies
Jackson,4939,5073681.0,1.0,09:20:03,1.0,2019-07-10,Work Clothing
Jackson,4939,5073763.0,1.0,10:04:28,1.0,2019-07-10,Baby Clothing
Jackson,4939,5073777.0,1.0,10:10:57,1.0,2019-07-10,Rent Payment Assistance
Jackson,4939,5073809.0,1.0,10:23:07,1.0,2019-07-10,Electric Service Payment Assistance
Jackson,4939,5073828.0,1.0,10:33:01,1.0,2019-07-10,Eye Care Referrals
Jackson,4939,5073833.0,1.0,10:36:05,1.0,2019-07-10,Home Maintenance and Minor Repair Services
Jackson,4939,5073834.0,1.0,10:37:03,1.0,2019-07-10,Electric Service Payment Assistance
Jackson,4939,5073876.0,1.0,10:55:13,1.0,2019-07-10,Housing Search Assistance
Jackson,4939,5073897.0,1.0,11:04:31,1.0,2019-07-10,Electric Service Payment Assistance
Jackson,4939,5073905.0,1.0,11:07:13,1.0,2019-07-10,
Jackson,4939,5073924.0,1.0,11:14:53,1.0,2019-07-10,Electric Service Payment Assistance
Jackson,4939,5074060.0,1.0,12:21:06,1.0,2019-07-10,Rent Payment Assistance
Jackson,4939,5074061.0,1.0,12:22:28,1.0,2019-07-10,Electric Service Payment Assistance
Jackson,4939,5074099.0,1.0,12:44:14,1.0,2019-07-10,Property Tax Payment Assistance
Jackson,4939,5074100.0,1.0,12:44:28,1.0,2019-07-10,Property Tax Payment Assistance
Jackson,4939,5074100.0,1.0,12:44:28,1.0,2019-07-10,VITA Program Coordination
Jackson,4939,5074115.0,1.0,12:52:56,1.0,2019-07-10,Electric Service Payment Assistance
Jackson,4939,5074269.0,1.0,14:17:40,1.0,2019-07-10,
Jackson,4939,5074286.0,1.0,14:23:45,1.0,2019-07-10,
Jackson,4939,5074335.0,1.0,14:46:21,1.0,2019-07-10,
Jackson,4939,5074440.0,1.0,15:46:59,1.0,2019-07-10,Electric Service Payment Assistance
Jackson,4939,5074440.0,1.0,15:46:59,1.0,2019-07-10,Food Pantries
Jackson,4939,5074446.0,1.0,15:50:06,1.0,2019-07-10,Summer Food Service Programs
Jackson,4939,5074480.0,1.0,16:09:31,1.0,2019-07-10,General Legal Aid
Jackson,4939,5074488.0,1.0,16:12:20,1.0,2019-07-10,General Legal Aid
Jackson,4939,5074519.0,1.0,16:32:44,1.0,2019-07-10,
Jackson,4939,5074549.0,1.0,17:12:35,1.0,2019-07-10,Consumer Fraud Reporting
Jackson,4939,5074549.0,1.0,17:12:35,1.0,2019-07-10,Municipal Police
Jackson,4939,5074600.0,1.0,19:37:26,1.0,2019-07-10,Electric Service Payment Assistance
Jackson,4939,5074626.0,1.0,21:48:26,1.0,2019-07-10,Housing Search Assistance
Jackson,4939,5074647.0,1.0,05:21:37,1.0,2019-07-11,
Jackson,4939,5074656.0,1.0,07:26:16,1.0,2019-07-11,
Jackson,4939,5074662.0,1.0,07:36:44,1.0,2019-07-11,Home Maintenance and Minor Repair Services
Jackson,4939,5074801.0,1.0,09:31:10,1.0,2019-07-11,
Jackson,4939,5074820.0,1.0,09:38:46,1.0,2019-07-11,Electric Service Payment Assistance
Jackson,4939,5074869.0,1.0,10:03:12,1.0,2019-07-11,Community Shelters
Jackson,4939,5074869.0,1.0,10:03:12,1.0,2019-07-11,Domestic Violence Intervention Programs
Jackson,4939,5074869.0,1.0,10:03:12,1.0,2019-07-11,Domestic Violence Shelters
Jackson,4939,5074886.0,1.0,10:10:27,1.0,2019-07-11,Utility Deposit Assistance
Jackson,4939,5074937.0,1.0,10:34:26,1.0,2019-07-11,Food Pantries
Jackson,4939,5074975.0,1.0,10:53:59,1.0,2019-07-11,General Furniture Provision
Jackson,4939,5074975.0,1.0,10:53:59,1.0,2019-07-11,Mattresses
Jackson,4939,5074996.0,1.0,11:04:12,1.0,2019-07-11,Home Rehabilitation Grants
Jackson,4939,5075064.0,1.0,11:34:43,1.0,2019-07-11,Food Pantries
Jackson,4939,5075065.0,1.0,11:34:57,1.0,2019-07-11,Food Pantries
Jackson,4939,5075083.0,1.0,11:41:50,1.0,2019-07-11,Rent Payment Assistance
Jackson,4939,5075083.0,1.0,11:41:50,1.0,2019-07-11,Rental Deposit Assistance
Jackson,4939,5075095.0,1.0,11:46:53,1.0,2019-07-11,Diapers
Jackson,4939,5075226.0,1.0,12:55:59,1.0,2019-07-11,General Legal Aid
Jackson,4939,5075255.0,1.0,13:15:59,1.0,2019-07-11,Formula/Baby Food
Jackson,4939,5075294.0,1.0,13:37:52,1.0,2019-07-11,Directory Assistance
Jackson,4939,5075311.0,1.0,13:46:46,1.0,2019-07-11,Rent Payment Assistance
Jackson,4939,5075354.0,1.0,14:14:09,1.0,2019-07-11,Community Shelters
Jackson,4939,5075354.0,1.0,14:14:09,1.0,2019-07-11,Housing Search Assistance
Jackson,4939,5075439.0,1.0,15:01:00,1.0,2019-07-11,Electric Service Payment Assistance
Jackson,4939,5075514.0,1.0,15:49:13,1.0,2019-07-11,Medical Care Expense Assistance
Jackson,4939,5075516.0,1.0,15:51:48,1.0,2019-07-11,Food Stamps/SNAP
Jackson,4939,5075524.0,1.0,15:56:04,1.0,2019-07-11,
Jackson,4939,5075534.0,1.0,16:04:43,1.0,2019-07-11,
Jackson,4939,5075605.0,1.0,17:48:07,1.0,2019-07-11,
Jackson,4939,5075656.0,1.0,20:49:57,1.0,2019-07-11,
Jackson,4939,5075694.0,1.0,07:23:41,1.0,2019-07-12,Electric Service Payment Assistance
Jackson,4939,5075700.0,1.0,07:37:09,1.0,2019-07-12,Electric Service Payment Assistance
Jackson,4939,5075700.0,1.0,07:37:09,1.0,2019-07-12,General Legal Aid
Jackson,4939,5075776.0,1.0,09:00:20,1.0,2019-07-12,
Jackson,4939,5075794.0,1.0,09:13:27,1.0,2019-07-12,Food Pantries
Jackson,4939,5075885.0,1.0,10:03:14,1.0,2019-07-12,Electric Service Payment Assistance
Jackson,4939,5075886.0,1.0,10:03:18,1.0,2019-07-12,Food Pantries
Jackson,4939,5075902.0,1.0,10:11:23,1.0,2019-07-12,Housing Search Assistance
Jackson,4939,5075972.0,1.0,10:47:40,1.0,2019-07-12,Non-Emergency Medical Transportation
Jackson,4939,5075973.0,1.0,10:47:58,1.0,2019-07-12,Senior Centers
Jackson,4939,5075987.0,1.0,10:55:11,1.0,2019-07-12,Financial Literacy Training
Jackson,4939,5075990.0,1.0,10:56:50,1.0,2019-07-12,General Furniture Provision
Jackson,4939,5076080.0,1.0,11:43:16,1.0,2019-07-12,Home Maintenance and Minor Repair Services
Jackson,4939,5076101.0,1.0,11:53:58,1.0,2019-07-12,Food Pantries
Jackson,4939,5076124.0,1.0,12:09:14,1.0,2019-07-12,General Appliance Provision
Jackson,4939,5076169.0,1.0,12:30:55,1.0,2019-07-12,
Jackson,4939,5076226.0,1.0,13:10:10,1.0,2019-07-12,Electric Service Payment Assistance
Jackson,4939,5076244.0,1.0,13:17:16,1.0,2019-07-12,
Jackson,4939,5076333.0,1.0,14:03:38,1.0,2019-07-12,
Jackson,4939,5076360.0,1.0,14:19:09,1.0,2019-07-12,Electric Service Payment Assistance
Jackson,4939,5076360.0,1.0,14:19:09,1.0,2019-07-12,Food Pantries
Jackson,4939,5076360.0,1.0,14:19:09,1.0,2019-07-12,Identification Card Fee Payment Assistance
